Batteriespannung;Luftdruck;CO²-Wert;Helligkeit;Luftfeuchtigkeit;Temperatur(Durchschnitt);Gefühlte temperatur;Windgeschwindigkeit;Temperatur(DHT);Temperatur(DHT-KORRIGIERT);Temperatur(BMP)
7,00;1029,52;436,00;542,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,59;444,00;542,00;48,60;22,49;30,98;0,00;30,10;22,66;22,33
7,00;1029,75;447,00;542,00;48,60;22,50;30,98;0,00;30,10;22,66;22,34
7,00;1029,44;446,00;542,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,53;433,00;542,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,54;439,00;542,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,55;445,00;541,00;48,60;22,50;30,98;0,00;30,10;22,66;22,33
7,00;1029,52;447,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,56;436,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,33
7,00;1029,56;444,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,54;444,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,59;444,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,33
7,00;1029,61;439,00;541,00;48,60;22,50;30,98;0,00;30,10;22,66;22,33
7,00;1029,63;444,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,33
7,00;1029,58;447,00;541,00;48,60;22,49;30,98;0,00;30,10;22,66;22,33
7,00;1029,60;434,00;541,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;439,00;541,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,64;442,00;540,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;447,00;540,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,57;436,00;540,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;440,00;540,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;445,00;540,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,63;447,00;540,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,58;436,00;540,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,52;443,00;540,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,52;444,00;540,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;446,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,57;434,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,76;443,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,57;446,00;539,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,58;435,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,56;439,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,57;441,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;446,00;539,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;436,00;539,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,61;440,00;539,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,58;442,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,58;431,00;538,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;437,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;444,00;538,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,53;447,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,54;433,00;538,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,61;441,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;445,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;447,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;434,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,55;440,00;538,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;441,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,58;441,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;438,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,61;443,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,57;444,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,52;433,00;537,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;437,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,56;439,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;445,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,66;434,00;537,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,63;437,00;537,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,62;443,00;536,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,60;444,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,58;432,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;441,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,56;442,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;441,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;435,00;536,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,62;441,00;536,00;48,70;22,50;30,99;0,00;30,10;22,66;22,34
7,00;1029,65;441,00;536,00;48,70;22,50;30,99;0,00;30,10;22,66;22,34
7,00;1029,68;430,00;535,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;438,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,64;439,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;439,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,57;436,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,63;441,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,61;440,00;535,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,63;444,00;535,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,63;431,00;534,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,62;435,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;438,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;443,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,54;432,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,56;437,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;439,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,62;431,00;534,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,64;438,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,59;442,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,58;441,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;431,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,61;439,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,55;442,00;533,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,52;430,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;434,00;533,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;437,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;442,00;532,00;48,70;22,50;30,99;0,00;30,10;22,66;22,33
7,00;1029,62;431,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,33
7,00;1029,54;435,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,56;439,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;438,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,62;429,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,61;437,00;532,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,55;441,00;532,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;439,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;431,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;438,00;531,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,64;441,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,64;430,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;433,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,64;435,00;531,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;438,00;531,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;432,00;530,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;438,00;530,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,68;437,00;530,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,58;438,00;530,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;426,00;530,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,60;433,00;530,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;439,00;530,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;442,00;530,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;427,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;436,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,60;435,00;529,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;428,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,58;436,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,64;438,00;529,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,61;437,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,65;430,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;437,00;529,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;439,00;529,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,67;425,00;529,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;430,00;528,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,65;433,00;528,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,66;425,00;528,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,63;434,00;528,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,66;439,00;528,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;439,00;528,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,65;426,00;528,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;431,00;528,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;433,00;527,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;430,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,78;435,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;435,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,66;435,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,56;430,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;430,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;436,00;527,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,61;426,00;527,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,63;430,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;437,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,62;439,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;425,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,57;430,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,62;431,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,57;429,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,55;432,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;432,00;526,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,62;436,00;525,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,61;430,00;525,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,60;435,00;525,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,67;434,00;525,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,56;423,00;525,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,58;432,00;525,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,63;435,00;525,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;438,00;525,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;424,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;430,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,54;433,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,56;425,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;432,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,64;436,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,55;433,00;524,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,67;427,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;434,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,55;436,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;423,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,60;427,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,61;433,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;436,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;424,00;523,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,53;428,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,50;433,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,59;421,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;428,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;434,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;436,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,55;422,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,63;431,00;522,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;435,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,52;435,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,63;422,00;521,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,58;427,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,58;430,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,63;430,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;427,00;521,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,61;427,00;520,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;427,00;520,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;420,00;520,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,63;429,00;520,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;433,00;520,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;431,00;520,00;48,70;22,47;30,99;0,00;30,10;22,66;22,28
7,00;1029,53;424,00;519,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,64;431,00;519,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;431,00;519,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;434,00;519,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,63;420,00;519,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,62;425,00;519,00;48,70;22,49;30,99;0,00;30,10;22,66;22,32
7,00;1029,59;430,00;518,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,52;433,00;518,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;422,00;518,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,64;425,00;518,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,61;428,00;518,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,61;421,00;517,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;429,00;517,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;429,00;517,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,55;428,00;517,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;422,00;517,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;429,00;517,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;431,00;516,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;428,00;516,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,63;417,00;516,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,63;425,00;516,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,60;430,00;516,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,53;432,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;419,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,55;425,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,50;428,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;416,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;425,00;515,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;430,00;514,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,65;429,00;514,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,65;419,00;514,00;48,70;22,49;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;426,00;514,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,57;429,00;514,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,49;420,00;513,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,56;423,00;513,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,59;424,00;513,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,60;426,00;513,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,57;421,00;513,00;48,70;22,48;30,99;0,00;30,10;22,66;22,29
7,00;1029,60;426,00;512,00;48,70;22,48;30,99;0,00;30,10;22,66;22,31
7,00;1029,59;425,00;512,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,58;425,00;512,00;48,70;22,48;30,99;0,00;30,10;22,66;22,30
7,00;1029,60;415,00;512,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;424,00;512,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,58;428,00;512,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,56;426,00;512,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,63;418,00;511,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,59;425,00;511,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;427,00;511,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;418,00;511,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;424,00;511,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;424,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;423,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,55;420,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,54;424,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,60;423,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,52;415,00;510,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,56;421,00;509,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;421,00;509,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;417,00;509,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;424,00;509,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,60;423,00;509,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;424,00;509,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;414,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;417,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;423,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;416,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;419,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,57;422,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;426,00;508,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;417,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,60;421,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,58;422,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,57;414,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,56;418,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,51;424,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,55;426,00;507,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,50;414,00;507,00;48,60;22,47;30,98;0,00;30,10;22,66;22,28
7,00;1029,44;418,00;506,00;48,60;22,47;30,98;0,00;30,10;22,66;22,28
7,00;1029,58;419,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,58;416,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;422,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,57;421,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,29
7,00;1029,59;421,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,61;417,00;506,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;422,00;506,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;417,00;505,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,58;416,00;505,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,63;418,00;505,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,63;419,00;505,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,58;423,00;505,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,61;415,00;505,00;48,60;22,49;30,98;0,00;30,10;22,66;22,32
7,00;1029,49;418,00;505,00;48,60;22,47;30,98;0,00;30,10;22,66;22,28
7,00;1029,58;420,00;504,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,56;410,00;504,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,56;419,00;504,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,53;423,00;504,00;48,60;22,48;30,98;0,00;30,10;22,66;22,29
7,00;1029,60;424,00;504,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,58;412,00;504,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,56;417,00;504,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,62;421,00;504,00;48,60;22,49;30,98;0,00;30,10;22,66;22,31
7,00;1029,62;413,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;420,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,59;422,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,55;420,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,63;414,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,62;420,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,62;420,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,30
7,00;1029,63;420,00;503,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,60;410,00;502,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,64;414,00;502,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
7,00;1029,59;420,00;502,00;48,60;22,48;30,98;0,00;30,10;22,66;22,31
