Batteriespannung;Luftdruck;CO²-Wert;Helligkeit;Luftfeuchtigkeit;Temperatur(Durchschnitt);Gefühlte temperatur;Windgeschwindigkeit;Temperatur(DHT);Temperatur(DHT-KORRIGIERT);Temperatur(BMP)
8,00;1030,90;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,92;755,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,90;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,91;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,92;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,88;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;741,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,96;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,14;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,00;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,94;742,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;753,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,94;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;745,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,96;760,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,92;763,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1031,03;762,00;1023,00;46,40;23,29;32,40;0,00;31,30;23,86;22,72
8,00;1030,93;743,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,94;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,98;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,98;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;743,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,98;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,00;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,96;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,01;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,10;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,91;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,95;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;756,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,91;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,91;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,90;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,95;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,91;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;741,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,94;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,90;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;757,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,94;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;760,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,99;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,92;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,89;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,95;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,95;754,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,93;757,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,94;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;748,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,92;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1031,00;743,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,99;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,93;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,91;761,00;1023,00;46,30;23,27;32,39;0,00;31,30;23,86;22,68
8,00;1030,96;760,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,95;765,00;1023,00;46,30;23,27;32,39;0,00;31,30;23,86;22,69
8,00;1030,97;764,00;1023,00;46,30;23,27;32,39;0,00;31,30;23,86;22,69
8,00;1030,96;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,06;757,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,94;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;747,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;757,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;760,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,97;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,99;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,06;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,01;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,05;743,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;757,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1030,99;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,04;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,06;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;761,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,00;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;766,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1031,02;744,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,69
8,00;1031,00;763,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,99;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,07;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,07;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,08;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,10;746,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,95;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;758,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,96;738,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;760,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,98;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;745,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,01;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,97;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;757,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,06;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;762,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;765,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,02;743,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;757,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,04;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;743,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;764,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,93;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1030,99;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,98;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,99;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,95;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,04;763,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;767,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,03;745,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,03;754,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,03;763,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,74
8,00;1030,97;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,94;747,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,94;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;764,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,98;742,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1030,95;757,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;757,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,02;764,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,04;744,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,74
8,00;1030,98;761,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;754,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,04;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,94;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,06;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,05;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,95;740,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,04;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,99;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,08;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,00;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,06;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;742,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,71
8,00;1031,01;759,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,12;762,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,73
8,00;1031,05;767,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,01;746,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,01;761,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,03;762,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,03;759,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1030,95;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,09;765,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,74
8,00;1031,05;763,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,07;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;757,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,97;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,00;745,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,96;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,11;762,00;1023,00;46,30;23,30;32,39;0,00;31,30;23,86;22,73
8,00;1031,03;767,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,02;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;745,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,00;761,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1030,99;763,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,71
8,00;1031,04;763,00;1023,00;46,30;23,24;32,23;0,00;31,20;23,76;22,72
8,00;1031,08;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,06;755,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,95;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,98;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,04;743,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,02;753,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,16;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,02;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,99;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,07;755,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,10;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,00;764,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,06;747,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,99;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,05;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,08;766,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,07;740,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,05;760,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,06;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,01;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,06;744,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,08;762,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1031,04;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,97;759,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1030,97;746,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,71
8,00;1031,07;758,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,73
8,00;1030,99;765,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;764,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,02;748,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,09;759,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,01;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,03;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1030,94;743,00;1023,00;46,30;23,28;32,39;0,00;31,30;23,86;22,70
8,00;1031,03;761,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
8,00;1031,06;763,00;1023,00;46,30;23,29;32,39;0,00;31,30;23,86;22,72
