BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
28,52;48,53;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,41;64,00;59,00;5,00;5,00;127,20
28,52;48,52;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,41;64,00;58,00;5,00;5,00;72,80
28,52;48,51;96,51;27,30;60,39;28,30;30,19;62,30;27,75;27,97;78,45;55,41;65,00;59,00;5,00;5,00;127,20
28,51;48,53;96,51;27,28;60,38;28,30;30,19;62,30;27,75;27,96;78,45;55,41;64,00;59,00;5,00;5,00;72,80
28,51;48,51;96,51;27,29;60,39;28,30;30,19;62,30;27,75;27,96;78,45;55,41;65,00;58,00;5,00;5,00;100,10
28,51;48,54;96,51;27,29;60,39;28,30;30,19;62,30;27,75;27,96;78,45;55,42;64,00;58,00;5,00;5,00;127,00
28,51;48,54;96,51;27,29;60,39;28,30;30,19;62,30;27,75;27,96;78,45;55,42;64,00;59,00;5,00;5,00;72,90
28,51;48,54;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,42;64,00;57,00;5,00;5,00;127,10
28,51;48,54;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,42;64,00;59,00;5,00;5,00;72,90
28,50;48,55;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,42;65,00;59,00;5,00;5,00;127,20
28,50;48,54;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,42;65,00;59,00;5,00;5,00;72,80
28,50;48,54;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,42;64,00;59,00;6,00;5,00;127,20
28,51;48,51;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,41;64,00;59,00;6,00;5,00;72,80
28,50;48,53;96,51;27,28;60,38;28,20;30,03;62,30;27,75;27,93;78,45;55,41;65,00;59,00;6,00;5,00;100,00
28,50;48,52;96,51;27,31;60,40;28,20;30,03;62,30;27,75;27,94;78,45;55,41;65,00;59,00;6,00;5,00;127,10
28,50;48,54;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,42;65,00;58,00;6,00;5,00;72,90
28,50;48,51;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,41;65,00;59,00;6,00;5,00;127,20
28,49;48,50;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,94;78,45;55,40;65,00;58,00;6,00;5,00;72,80
28,49;48,54;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,42;65,00;58,00;6,00;5,00;127,20
28,49;48,51;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,41;65,00;59,00;6,00;6,00;72,80
28,49;48,51;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,93;78,45;55,41;65,00;59,00;6,00;6,00;100,10
28,49;48,50;96,51;27,28;60,38;28,20;30,02;62,20;27,75;27,93;78,44;55,35;66,00;59,00;6,00;6,00;127,00
28,49;48,50;96,51;27,28;60,38;28,20;30,02;62,20;27,75;27,93;78,45;55,35;66,00;59,00;6,00;6,00;72,90
28,48;48,50;96,51;27,29;60,39;28,20;30,02;62,20;27,75;27,93;78,45;55,35;65,00;59,00;6,00;6,00;127,10
28,49;48,51;96,51;27,28;60,38;28,20;30,02;62,20;27,75;27,93;78,44;55,36;65,00;59,00;6,00;6,00;72,90
28,49;48,55;96,51;27,28;60,38;28,20;30,02;62,20;27,50;27,87;78,45;55,37;66,00;59,00;6,00;6,00;127,20
28,48;48,57;96,51;27,28;60,38;28,20;30,02;62,20;27,50;27,87;78,45;55,38;65,00;58,00;6,00;6,00;72,80
28,48;48,61;96,51;27,28;60,38;28,20;30,02;62,20;27,50;27,87;78,45;55,41;64,00;59,00;6,00;6,00;127,20
28,49;48,65;96,51;27,28;60,38;28,20;30,02;62,20;27,50;27,87;78,45;55,42;64,00;59,00;6,00;6,00;72,80
28,48;48,77;96,52;27,28;60,38;28,20;30,02;62,20;27,50;27,87;78,45;55,49;64,00;59,00;6,00;6,00;100,00
28,48;48,94;96,51;27,28;60,38;28,20;30,03;62,30;27,50;27,87;78,45;55,62;63,00;59,00;6,00;6,00;127,10
28,48;49,04;96,51;27,27;60,37;28,20;30,03;62,30;27,50;27,86;78,44;55,67;63,00;59,00;6,00;6,00;72,90
28,48;49,11;96,51;27,27;60,37;28,20;30,04;62,40;27,50;27,86;78,44;55,75;64,00;59,00;6,00;6,00;127,20
28,47;49,15;96,51;27,28;60,38;28,20;30,04;62,40;27,50;27,86;78,45;55,78;65,00;59,00;6,00;6,00;72,80
28,47;49,25;96,51;27,28;60,38;28,20;30,05;62,50;27,50;27,86;78,45;55,88;63,00;59,00;6,00;6,00;127,20
28,47;49,41;96,51;27,25;60,36;28,20;30,05;62,50;27,50;27,86;78,44;55,96;63,00;59,00;6,00;6,00;72,80
28,47;49,57;96,51;27,26;60,37;28,20;30,05;62,50;27,50;27,86;78,44;56,03;63,00;58,00;6,00;6,00;100,10
28,49;49,74;96,51;27,28;60,38;28,20;30,07;62,60;27,50;27,87;78,45;56,17;64,00;59,00;6,00;6,00;127,00
28,49;49,83;96,52;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,44;56,21;65,00;59,00;6,00;6,00;72,90
28,49;49,73;96,52;27,28;60,38;28,20;30,09;62,80;27,50;27,87;78,45;56,26;64,00;59,00;6,00;6,00;127,10
28,49;49,53;96,52;27,27;60,37;28,20;30,09;62,80;27,50;27,86;78,44;56,16;65,00;59,00;6,00;6,00;72,90
28,49;49,36;96,51;27,27;60,37;28,20;30,12;63,00;27,50;27,87;78,44;56,18;64,00;59,00;6,00;6,00;127,20
28,49;49,23;96,52;27,27;60,37;28,20;30,12;63,00;27,50;27,87;78,44;56,12;64,00;59,00;6,00;6,00;72,80
28,49;49,13;96,51;27,27;60,37;28,20;30,12;63,00;27,50;27,87;78,44;56,07;65,00;59,00;6,00;6,00;127,20
28,48;49,03;96,51;27,27;60,37;28,20;30,12;63,00;27,50;27,86;78,44;56,01;64,00;59,00;6,00;6,00;72,80
28,48;48,97;96,51;27,27;60,37;28,20;30,12;63,00;27,50;27,86;78,44;55,99;64,00;59,00;6,00;6,00;100,00
28,48;48,92;96,51;27,26;60,37;28,20;30,10;62,90;27,50;27,86;78,44;55,91;63,00;59,00;5,00;5,00;127,10
28,48;48,87;96,51;27,26;60,37;28,20;30,10;62,90;27,50;27,86;78,44;55,89;78,00;59,00;5,00;5,00;72,90
28,49;48,84;96,51;27,26;60,37;28,20;30,09;62,80;27,50;27,86;78,44;55,82;80,00;59,00;5,00;5,00;127,20
28,48;48,83;96,52;27,26;60,37;28,20;30,09;62,80;27,50;27,86;78,44;55,81;80,00;59,00;5,00;5,00;72,80
28,48;48,82;96,51;27,28;60,38;28,20;30,08;62,70;27,50;27,86;78,44;55,76;65,00;59,00;5,00;5,00;127,20
28,48;48,82;96,51;27,27;60,37;28,20;30,08;62,70;27,50;27,86;78,44;55,76;78,00;59,00;5,00;5,00;72,80
28,49;48,82;96,51;27,27;60,37;28,20;30,08;62,70;27,50;27,87;78,44;55,76;57,00;59,00;5,00;5,00;100,10
28,49;48,79;96,51;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,44;55,70;79,00;59,00;5,00;5,00;127,00
28,48;48,89;96,52;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,44;55,75;79,00;59,00;5,00;5,00;72,90
28,48;49,02;96,52;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,45;55,81;79,00;59,00;5,00;5,00;127,10
28,48;49,08;96,51;27,25;60,36;28,20;30,07;62,60;27,50;27,86;78,44;55,84;79,00;59,00;4,00;5,00;72,90
28,49;49,11;96,51;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,44;55,85;79,00;59,00;4,00;5,00;127,20
28,49;49,12;96,51;27,27;60,37;28,20;30,07;62,60;27,50;27,86;78,44;55,86;79,00;59,00;4,00;5,00;72,80
28,49;49,11;96,52;27,27;60,37;28,20;30,08;62,70;27,50;27,86;78,44;55,90;79,00;59,00;4,00;4,00;127,20
