BME280_Temperature;BME280_Humidity;BME280_Airpressure;BMP180_Temperature;BMP180_Airpressure;DHT_Temperature;DHT_HEAT_INDEX;DHT_Humidity;RTC_Temperature;TOTAL_Temperature;TOTAL_Airpressure;TOTAL_Humidity;Brightness;Loudness;MQ2;MQ135
28,37;53,18;96,50;27,25;60,36;28,20;30,48;65,80;27,75;27,89;78,43;59,49;68,00;59,00;7,00;6,00;72,80
28,37;53,76;96,51;27,24;60,35;28,20;30,44;65,50;27,75;27,89;78,43;59,63;67,00;59,00;7,00;6,00;127,20
28,37;53,84;96,51;27,25;60,36;28,20;30,44;65,50;27,75;27,89;78,43;59,67;69,00;59,00;7,00;6,00;72,80
28,37;53,67;96,51;27,24;60,35;28,20;30,44;65,50;27,75;27,89;78,43;59,59;70,00;59,00;7,00;6,00;100,10
28,37;53,24;96,51;27,24;60,35;28,20;30,49;65,90;27,75;27,89;78,43;59,57;67,00;59,00;7,00;6,00;127,00
28,37;52,63;96,51;27,24;60,35;28,20;30,49;65,90;27,75;27,89;78,43;59,26;65,00;59,00;7,00;6,00;72,90
28,38;52,16;96,51;27,23;60,35;28,20;30,53;66,20;27,75;27,89;78,43;59,18;65,00;59,00;7,00;6,00;127,10
28,37;51,84;96,51;27,25;60,36;28,20;30,53;66,20;27,75;27,89;78,43;59,02;65,00;59,00;7,00;6,00;72,90
28,37;51,52;96,51;27,24;60,35;28,20;30,51;66,00;27,75;27,89;78,43;58,76;65,00;59,00;7,00;6,00;127,20
28,37;51,21;96,50;27,24;60,35;28,20;30,51;66,00;27,75;27,89;78,43;58,61;65,00;59,00;7,00;6,00;72,80
28,37;50,94;96,50;27,23;60,35;28,20;30,44;65,50;27,75;27,89;78,43;58,22;64,00;59,00;7,00;6,00;127,20
28,37;50,71;96,50;27,22;60,34;28,20;30,44;65,50;27,75;27,89;78,42;58,10;65,00;59,00;7,00;6,00;72,80
28,38;50,51;96,50;27,24;60,35;28,20;30,44;65,50;27,75;27,89;78,43;58,01;65,00;59,00;7,00;6,00;100,00
28,36;50,23;96,51;27,23;60,35;28,20;30,37;65,00;27,75;27,89;78,43;57,62;64,00;59,00;7,00;6,00;127,10
28,36;49,97;96,51;27,22;60,34;28,20;30,37;65,00;27,75;27,88;78,43;57,49;64,00;59,00;7,00;6,00;72,90
28,36;49,80;96,51;27,22;60,34;28,20;30,28;64,30;27,75;27,88;78,42;57,05;65,00;58,00;7,00;6,00;127,20
28,37;49,68;96,51;27,21;60,33;28,20;30,28;64,30;27,75;27,88;78,42;56,99;65,00;59,00;7,00;6,00;72,80
28,36;49,59;96,51;27,21;60,33;28,20;30,23;63,90;27,75;27,88;78,42;56,74;65,00;59,00;7,00;6,00;127,20
28,36;49,49;96,51;27,22;60,34;28,20;30,23;63,90;27,75;27,88;78,42;56,69;65,00;59,00;7,00;6,00;72,80
28,36;49,42;96,51;27,21;60,33;28,20;30,23;63,90;27,75;27,88;78,42;56,66;65,00;59,00;7,00;6,00;100,10
28,37;49,35;96,51;27,23;60,35;28,20;30,18;63,50;27,75;27,89;78,43;56,43;64,00;59,00;7,00;6,00;127,00
28,36;49,29;96,51;27,22;60,34;28,20;30,18;63,50;27,75;27,88;78,42;56,39;64,00;59,00;7,00;6,00;72,90
28,37;49,24;96,51;27,23;60,35;28,20;30,14;63,20;27,75;27,89;78,43;56,22;65,00;59,00;7,00;6,00;127,10
28,37;49,20;96,51;27,22;60,34;28,20;30,14;63,20;27,75;27,89;78,42;56,20;65,00;59,00;7,00;6,00;72,90
28,37;49,16;96,51;27,22;60,34;28,20;30,12;63,00;27,75;27,88;78,42;56,08;65,00;58,00;7,00;6,00;127,20
28,37;49,15;96,51;27,22;60,34;28,20;30,12;63,00;27,75;27,89;78,43;56,08;65,00;59,00;7,00;6,00;72,80
28,37;49,14;96,51;27,22;60,34;28,20;30,10;62,90;27,75;27,88;78,42;56,02;64,00;59,00;7,00;6,00;127,20
28,37;49,10;96,51;27,23;60,35;28,20;30,10;62,90;27,75;27,89;78,43;56,00;64,00;58,00;7,00;6,00;72,80
28,36;49,05;96,50;27,21;60,33;28,20;30,10;62,90;27,75;27,88;78,42;55,98;64,00;59,00;7,00;6,00;100,00
28,36;48,98;96,50;27,22;60,34;28,20;30,09;62,80;27,75;27,88;78,42;55,89;64,00;59,00;7,00;6,00;127,10
28,35;48,96;96,50;27,20;60,33;28,20;30,09;62,80;27,75;27,88;78,42;55,88;64,00;59,00;7,00;6,00;72,90
28,35;48,91;96,51;27,21;60,33;28,20;30,07;62,60;27,75;27,88;78,42;55,76;65,00;59,00;7,00;6,00;127,20
28,35;48,87;96,51;27,20;60,32;28,20;30,07;62,60;27,75;27,87;78,41;55,73;65,00;59,00;7,00;6,00;72,80
28,35;48,86;96,51;27,18;60,31;28,20;30,05;62,50;27,75;27,87;78,41;55,68;64,00;59,00;7,00;6,00;127,20
28,35;48,85;96,50;27,17;60,30;28,20;30,05;62,50;27,75;27,87;78,40;55,67;64,00;59,00;7,00;6,00;72,80
28,36;48,84;96,51;27,20;60,32;28,20;30,05;62,50;27,75;27,88;78,42;55,67;64,00;59,00;7,00;6,00;100,10
28,36;48,82;96,51;27,20;60,32;28,20;30,04;62,40;27,75;27,88;78,41;55,61;64,00;59,00;7,00;6,00;127,00
28,36;48,82;96,50;27,21;60,33;28,20;30,04;62,40;27,75;27,88;78,42;55,61;65,00;59,00;7,00;6,00;72,90
28,36;48,80;96,50;27,20;60,33;28,20;30,04;62,40;27,75;27,88;78,41;55,60;65,00;59,00;7,00;6,00;127,10
28,36;48,78;96,51;27,21;60,33;28,20;30,04;62,40;27,75;27,88;78,42;55,59;65,00;59,00;7,00;6,00;72,90
28,36;48,73;96,51;27,20;60,32;28,20;30,03;62,30;27,75;27,88;78,42;55,52;64,00;59,00;7,00;6,00;127,20
28,36;48,75;96,50;27,18;60,31;28,20;30,03;62,30;27,75;27,87;78,41;55,52;65,00;58,00;7,00;6,00;72,80
28,36;48,73;96,51;27,20;60,32;28,20;30,03;62,30;27,75;27,88;78,42;55,52;64,00;59,00;7,00;6,00;127,20
28,35;48,71;96,50;27,20;60,32;28,20;30,03;62,30;27,75;27,87;78,41;55,51;64,00;59,00;7,00;6,00;72,80
28,36;48,70;96,51;27,18;60,31;28,20;30,03;62,30;27,75;27,87;78,41;55,50;64,00;59,00;7,00;6,00;100,00
28,36;48,70;96,51;27,18;60,31;28,20;30,03;62,30;27,75;27,87;78,41;55,50;64,00;58,00;7,00;6,00;127,10
28,35;48,69;96,50;27,19;60,32;28,20;30,03;62,30;27,75;27,87;78,41;55,49;64,00;59,00;7,00;6,00;72,90
28,36;48,67;96,50;27,19;60,32;28,20;30,02;62,20;27,75;27,87;78,41;55,43;64,00;59,00;7,00;6,00;127,20
28,35;48,65;96,51;27,18;60,31;28,20;30,02;62,20;27,75;27,87;78,41;55,43;64,00;59,00;7,00;6,00;72,80
28,35;48,65;96,51;27,20;60,32;28,20;30,02;62,20;27,75;27,87;78,41;55,43;63,00;59,00;7,00;6,00;127,20
28,35;48,65;96,51;27,19;60,32;28,20;30,02;62,20;27,75;27,87;78,41;55,43;63,00;58,00;7,00;6,00;72,80
28,35;48,64;96,51;27,21;60,33;28,20;30,02;62,20;27,75;27,88;78,42;55,42;62,00;58,00;7,00;6,00;100,10
28,36;48,63;96,50;27,18;60,31;28,20;30,00;62,10;27,75;27,87;78,41;55,37;63,00;59,00;7,00;6,00;127,00
28,36;48,62;96,51;27,20;60,32;28,20;30,00;62,10;27,75;27,88;78,42;55,36;63,00;58,00;7,00;6,00;72,90
28,36;48,61;96,51;27,20;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,36;63,00;59,00;7,00;6,00;127,10
28,36;48,60;96,51;27,20;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,35;63,00;59,00;7,00;6,00;72,90
28,37;48,59;96,51;27,20;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,34;63,00;58,00;7,00;6,00;127,20
28,37;48,59;96,51;27,20;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,34;63,00;59,00;7,00;6,00;72,80
28,37;48,59;96,51;27,21;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,34;63,00;59,00;7,00;6,00;127,20
28,37;48,59;96,51;27,21;60,33;28,20;30,00;62,10;27,75;27,88;78,42;55,34;63,00;59,00;7,00;6,00;72,80
28,38;48,58;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,42;55,34;63,00;59,00;7,00;6,00;100,00
28,38;48,58;96,51;27,21;60,33;28,20;30,00;62,10;27,75;27,89;78,42;55,34;63,00;59,00;7,00;6,00;127,10
28,38;48,56;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,42;55,33;63,00;59,00;7,00;6,00;72,90
28,38;48,56;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,42;55,33;63,00;59,00;7,00;6,00;127,20
28,38;48,56;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,42;55,33;63,00;59,00;7,00;6,00;72,80
28,38;48,53;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,42;55,32;63,00;59,00;7,00;6,00;127,20
28,39;48,52;96,51;27,22;60,34;28,20;30,00;62,10;27,75;27,89;78,43;55,31;63,00;59,00;7,00;6,00;72,80
28,38;48,52;96,51;27,23;60,35;28,20;30,00;62,10;27,75;27,89;78,43;55,31;68,00;59,00;7,00;6,00;100,10
28,39;48,52;96,51;27,24;60,35;28,20;29,99;62,00;27,75;27,89;78,43;55,26;62,00;59,00;7,00;6,00;127,00
28,39;48,52;96,51;27,24;60,35;28,20;29,99;62,00;27,75;27,90;78,43;55,26;62,00;59,00;7,00;6,00;72,90
28,39;48,59;96,51;27,22;60,34;28,20;29,99;62,00;27,75;27,89;78,42;55,30;63,00;59,00;7,00;6,00;127,10
28,40;48,88;96,51;27,24;60,35;28,20;29,99;62,00;27,75;27,90;78,43;55,44;66,00;59,00;7,00;6,00;72,90
28,39;49,13;96,51;27,24;60,35;28,20;29,99;62,00;27,75;27,89;78,43;55,57;64,00;58,00;7,00;6,00;127,20
28,39;49,33;96,51;27,24;60,35;28,20;29,99;62,00;27,75;27,89;78,43;55,67;64,00;59,00;7,00;6,00;72,80
28,39;49,36;96,51;27,24;60,35;28,20;30,00;62,10;27,75;27,90;78,43;55,73;60,00;59,00;7,00;6,00;127,20
28,40;49,29;96,51;27,25;60,36;28,20;30,00;62,10;27,75;27,90;78,43;55,70;58,00;59,00;7,00;6,00;72,80
28,39;49,23;96,51;27,24;60,35;28,20;30,00;62,10;27,75;27,90;78,43;55,67;61,00;59,00;7,00;6,00;100,00
28,40;49,17;96,51;27,24;60,35;28,20;30,00;62,10;27,75;27,90;78,43;55,63;62,00;59,00;7,00;6,00;127,10
28,41;49,12;96,51;27,24;60,35;28,20;30,00;62,10;27,75;27,90;78,43;55,61;62,00;58,00;7,00;6,00;72,90
28,42;49,17;96,51;27,27;60,37;28,20;30,02;62,20;27,75;27,91;78,44;55,68;62,00;59,00;7,00;6,00;127,20
28,43;49,24;96,51;27,28;60,38;28,20;30,02;62,20;27,75;27,91;78,44;55,72;72,00;58,00;7,00;6,00;72,80
28,43;49,43;96,50;27,28;60,38;28,20;30,03;62,30;27,75;27,91;78,44;55,86;70,00;59,00;7,00;6,00;127,20
28,42;49,57;96,50;27,28;60,38;28,20;30,03;62,30;27,75;27,91;78,44;55,94;70,00;59,00;7,00;6,00;72,80
28,43;49,59;96,51;27,28;60,38;28,20;30,03;62,30;27,75;27,92;78,44;55,94;70,00;59,00;7,00;6,00;100,10
28,42;49,54;96,50;27,28;60,38;28,20;30,03;62,30;27,75;27,91;78,44;55,92;74,00;59,00;7,00;6,00;127,00
28,42;49,43;96,51;27,28;60,38;28,20;30,03;62,30;27,75;27,91;78,44;55,86;73,00;59,00;7,00;6,00;72,90
28,42;49,32;96,50;27,28;60,38;28,20;30,05;62,50;27,75;27,91;78,44;55,91;73,00;59,00;7,00;6,00;127,10
28,42;49,19;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,91;78,45;55,85;73,00;59,00;7,00;6,00;72,90
28,42;49,08;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,91;78,45;55,79;74,00;59,00;7,00;6,00;127,20
28,42;49,01;96,50;27,27;60,37;28,20;30,05;62,50;27,75;27,91;78,44;55,76;75,00;59,00;7,00;6,00;72,80
28,42;48,96;96,50;27,28;60,38;28,20;30,05;62,50;27,75;27,91;78,44;55,73;74,00;59,00;7,00;6,00;127,20
28,42;48,93;96,51;27,28;60,38;28,20;30,05;62,50;27,75;27,91;78,44;55,72;75,00;58,00;7,00;6,00;72,80
28,42;48,91;96,51;27,28;60,38;28,20;30,05;62,50;27,75;27,91;78,44;55,71;75,00;58,00;7,00;6,00;100,00
28,42;48,85;96,50;27,28;60,38;28,20;30,05;62,50;27,75;27,91;78,44;55,68;66,00;59,00;7,00;6,00;127,10
28,43;48,81;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,65;64,00;59,00;7,00;6,00;72,90
28,42;48,74;96,51;27,29;60,39;28,20;30,04;62,40;27,75;27,91;78,45;55,57;64,00;59,00;7,00;6,00;127,20
28,42;49,91;96,51;27,28;60,38;28,20;30,04;62,40;27,75;27,91;78,44;56,16;66,00;59,00;7,00;6,00;72,80
28,41;50,82;96,51;27,28;60,38;28,20;30,04;62,40;27,75;27,91;78,44;56,61;66,00;59,00;7,00;6,00;127,20
28,41;51,14;96,51;27,27;60,37;28,20;30,04;62,40;27,75;27,91;78,44;56,77;66,00;58,00;7,00;6,00;72,80
28,42;50,93;96,51;27,27;60,37;28,20;30,04;62,40;27,75;27,91;78,44;56,67;65,00;58,00;7,00;6,00;100,10
28,42;50,67;96,51;27,25;60,36;28,20;30,10;62,90;27,75;27,91;78,43;56,78;65,00;59,00;7,00;6,00;127,00
28,42;50,38;96,51;27,25;60,36;28,20;30,10;62,90;27,75;27,91;78,44;56,64;65,00;59,00;7,00;6,00;72,90
28,42;50,25;96,51;27,25;60,36;28,20;30,19;63,60;27,75;27,91;78,43;56,93;65,00;59,00;7,00;6,00;127,10
28,42;50,49;96,51;27,26;60,37;28,20;30,19;63,60;27,75;27,91;78,44;57,04;65,00;59,00;7,00;6,00;72,90
28,42;50,45;96,51;27,27;60,37;28,20;30,21;63,70;27,75;27,91;78,44;57,08;66,00;59,00;7,00;6,00;127,20
28,43;50,22;96,51;27,27;60,37;28,20;30,21;63,70;27,75;27,91;78,44;56,96;66,00;59,00;7,00;6,00;72,80
28,42;49,97;96,51;27,27;60,37;28,20;30,22;63,80;27,75;27,91;78,44;56,88;65,00;59,00;7,00;6,00;127,20
28,43;49,74;96,51;27,28;60,38;28,20;30,22;63,80;27,75;27,91;78,44;56,77;65,00;59,00;7,00;6,00;72,80
28,43;49,55;96,51;27,27;60,37;28,20;30,22;63,80;27,75;27,91;78,44;56,68;65,00;59,00;7,00;6,00;100,00
28,43;49,43;96,51;27,28;60,38;28,20;30,21;63,70;27,75;27,91;78,44;56,56;65,00;59,00;7,00;6,00;127,10
28,43;49,32;96,51;27,29;60,39;28,20;30,21;63,70;27,75;27,92;78,45;56,51;63,00;59,00;7,00;6,00;72,90
28,43;49,23;96,51;27,28;60,38;28,20;30,17;63,40;27,75;27,92;78,44;56,31;64,00;59,00;7,00;6,00;127,20
28,43;49,13;96,50;27,28;60,38;28,20;30,17;63,40;27,75;27,92;78,44;56,26;64,00;59,00;7,00;6,00;72,80
28,43;49,24;96,50;27,28;60,38;28,20;30,13;63,10;27,75;27,91;78,44;56,17;64,00;59,00;7,00;6,00;127,20
28,43;49,41;96,51;27,28;60,38;28,20;30,13;63,10;27,75;27,91;78,44;56,25;63,00;59,00;7,00;6,00;72,80
28,43;49,41;96,51;27,29;60,39;28,20;30,13;63,10;27,75;27,92;78,45;56,25;80,00;59,00;7,00;6,00;100,10
28,44;49,29;96,51;27,29;60,39;28,20;30,10;62,90;27,75;27,92;78,45;56,10;80,00;59,00;7,00;6,00;127,00
28,43;49,08;96,51;27,28;60,38;28,20;30,10;62,90;27,75;27,91;78,44;55,99;80,00;59,00;7,00;6,00;72,90
28,43;48,98;96,50;27,28;60,38;28,20;30,09;62,80;27,75;27,91;78,44;55,89;80,00;59,00;7,00;6,00;127,10
28,44;48,91;96,51;27,28;60,38;28,20;30,09;62,80;27,75;27,92;78,44;55,86;78,00;59,00;7,00;6,00;72,90
28,43;48,85;96,51;27,28;60,38;28,20;30,08;62,70;27,75;27,92;78,45;55,78;66,00;59,00;7,00;6,00;127,20
28,43;48,81;96,51;27,29;60,39;28,20;30,08;62,70;27,75;27,92;78,45;55,76;65,00;59,00;7,00;6,00;72,80
28,44;48,79;96,51;27,28;60,38;28,20;30,05;62,50;27,75;27,92;78,45;55,64;63,00;59,00;7,00;6,00;127,20
28,44;48,75;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,63;63,00;59,00;7,00;6,00;72,80
28,44;48,71;96,51;27,29;60,39;28,20;30,05;62,50;27,75;27,92;78,45;55,60;63,00;59,00;7,00;6,00;100,00
28,44;48,66;96,51;27,29;60,39;28,20;30,03;62,30;27,75;27,92;78,45;55,48;64,00;59,00;7,00;6,00;127,10
28,44;48,63;96,51;27,30;60,39;28,20;30,03;62,30;27,75;27,92;78,45;55,47;64,00;59,00;7,00;6,00;72,90
28,44;48,59;96,51;27,29;60,39;28,20;30,02;62,20;27,75;27,92;78,45;55,39;65,00;59,00;7,00;6,00;127,20
28,44;48,56;96,51;27,29;60,39;28,20;30,02;62,20;27,75;27,92;78,45;55,38;66,00;59,00;7,00;6,00;72,80
28,44;48,53;96,51;27,29;60,39;28,20;30,00;62,10;27,75;27,92;78,45;55,31;66,00;59,00;7,00;6,00;127,20
28,44;48,51;96,51;27,29;60,39;28,20;30,00;62,10;27,75;27,92;78,45;55,30;66,00;59,00;7,00;6,00;72,80
28,44;48,48;96,51;27,29;60,39;28,20;30,00;62,10;27,75;27,92;78,45;55,29;66,00;59,00;7,00;6,00;100,10
28,45;48,47;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,24;67,00;59,00;7,00;6,00;127,00
28,44;48,46;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,23;68,00;59,00;7,00;6,00;72,90
28,44;48,45;96,50;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,28;67,00;59,00;7,00;6,00;127,10
28,44;48,43;96,51;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,26;68,00;59,00;7,00;6,00;72,90
28,43;48,39;96,51;27,26;60,37;28,20;30,00;62,10;27,75;27,91;78,44;55,25;68,00;59,00;7,00;6,00;127,20
28,44;48,36;96,51;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,23;68,00;59,00;7,00;6,00;72,80
28,43;48,36;96,51;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,23;68,00;59,00;7,00;6,00;127,20
28,44;48,35;96,51;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,22;68,00;59,00;7,00;6,00;72,80
28,44;48,36;96,51;27,28;60,38;28,20;30,00;62,10;27,75;27,92;78,44;55,23;68,00;59,00;7,00;6,00;100,00
28,44;48,35;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,17;68,00;59,00;7,00;6,00;127,10
28,44;48,35;96,50;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,17;68,00;59,00;7,00;6,00;72,90
28,44;48,35;96,50;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,17;68,00;59,00;7,00;6,00;127,20
28,44;48,35;96,50;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,17;68,00;59,00;7,00;6,00;72,80
28,44;48,34;96,51;27,29;60,39;28,20;29,99;62,00;27,75;27,92;78,45;55,17;69,00;59,00;7,00;6,00;127,20
28,44;48,33;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,16;69,00;59,00;7,00;6,00;72,80
28,44;48,30;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,15;69,00;59,00;7,00;6,00;100,10
28,44;48,32;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,16;68,00;59,00;7,00;6,00;127,00
28,44;48,30;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,15;68,00;59,00;7,00;6,00;72,90
28,45;48,32;96,50;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,11;68,00;59,00;7,00;6,00;127,10
28,44;48,30;96,50;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,10;68,00;59,00;7,00;6,00;72,90
28,44;48,33;96,50;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,11;68,00;59,00;7,00;6,00;127,20
28,44;48,33;96,51;27,28;60,38;28,20;29,98;61,90;27,75;27,92;78,44;55,11;69,00;59,00;7,00;6,00;72,80
28,45;48,31;96,50;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,15;68,00;59,00;7,00;6,00;127,20
28,45;48,31;96,50;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,44;55,15;68,00;59,00;7,00;6,00;72,80
28,45;48,29;96,50;27,29;60,39;28,20;29,99;62,00;27,75;27,92;78,44;55,15;68,00;59,00;7,00;6,00;100,00
28,45;48,28;96,50;27,28;60,38;28,20;29,98;61,90;27,75;27,92;78,44;55,09;69,00;59,00;7,00;6,00;127,10
28,45;48,27;96,50;27,28;60,38;28,20;29,98;61,90;27,75;27,92;78,44;55,09;69,00;59,00;7,00;6,00;72,90
28,45;48,27;96,51;27,28;60,38;28,20;29,99;62,00;27,75;27,92;78,45;55,14;68,00;59,00;7,00;6,00;127,20
28,44;48,26;96,51;27,29;60,39;28,20;29,99;62,00;27,75;27,92;78,45;55,13;69,00;59,00;7,00;6,00;72,80
28,44;48,26;96,51;27,28;60,38;28,20;29,98;61,90;27,75;27,92;78,44;55,08;68,00;59,00;7,00;6,00;127,20
28,45;48,25;96,51;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,07;71,00;59,00;7,00;6,00;72,80
28,44;48,24;96,51;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,07;62,00;60,00;7,00;6,00;100,10
28,44;48,25;96,51;27,27;60,37;28,20;29,98;61,90;27,75;27,92;78,44;55,07;62,00;59,00;7,00;6,00;127,00
28,45;48,31;96,50;27,28;60,38;28,20;29,98;61,90;27,75;27,92;78,44;55,10;62,00;59,00;7,00;6,00;72,90
28,46;48,34;96,51;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,12;62,00;59,00;7,00;6,00;127,10
28,45;48,50;96,51;27,29;60,39;28,20;29,98;61,90;27,75;27,92;78,45;55,20;62,00;60,00;7,00;6,00;72,90
28,46;48,48;96,51;27,29;60,39;28,20;29,98;61,90;27,75;27,93;78,45;55,19;62,00;59,00;7,00;6,00;127,20
28,46;48,44;96,50;27,30;60,39;28,20;29,98;61,90;27,75;27,93;78,45;55,17;62,00;59,00;7,00;6,00;72,80
28,46;48,51;96,50;27,30;60,39;28,20;29,99;62,00;27,75;27,93;78,45;55,25;64,00;59,00;7,00;6,00;127,20
28,46;48,50;96,51;27,30;60,39;28,20;29,99;62,00;27,75;27,93;78,45;55,25;64,00;59,00;7,00;6,00;72,80
28,46;48,46;96,51;27,29;60,39;28,20;29,99;62,00;27,75;27,92;78,45;55,23;64,00;59,00;7,00;6,00;100,00
28,46;48,49;96,51;27,31;60,40;28,20;29,99;62,00;27,75;27,93;78,45;55,24;62,00;59,00;7,00;6,00;127,10
28,46;48,52;96,50;27,31;60,40;28,20;29,99;62,00;27,75;27,93;78,45;55,26;62,00;59,00;7,00;6,00;72,90
28,46;48,53;96,50;27,30;60,39;28,20;30,00;62,10;27,75;27,93;78,45;55,32;63,00;59,00;7,00;6,00;127,20
28,45;48,66;96,51;27,30;60,39;28,20;30,00;62,10;27,75;27,93;78,45;55,38;62,00;59,00;7,00;6,00;72,80
28,45;48,72;96,50;27,29;60,39;28,20;30,00;62,10;27,75;27,92;78,45;55,41;62,00;58,00;7,00;6,00;127,20
28,45;48,72;96,51;27,31;60,40;28,20;30,00;62,10;27,75;27,93;78,45;55,41;62,00;59,00;7,00;6,00;72,80
28,46;48,76;96,51;27,31;60,40;28,20;30,00;62,10;27,75;27,93;78,45;55,43;62,00;59,00;7,00;6,00;100,10
28,46;48,79;96,51;27,30;60,39;28,20;30,02;62,20;27,75;27,93;78,45;55,50;62,00;59,00;7,00;6,00;127,00
